Tiempo,Partida,Palabras a adivinar,Evento,Usuarie – Nick,Usuarie – Genero,Usuarie – Edad,Estado,Palabra,Nivel,
2021-06-15 20:56:49.863035,76,6,Intento,valen,Masculino,18,Ok,Mexican Gray Wolf,1,
2021-06-15 20:56:52.478039,76,6,fin,valen,Masculino,18,timeout,Mexican Gray Wolf,1,
2021-06-15 20:57:18.983076,77,4,inicio de partida,valen,Masculino,18,,,1,
2021-06-15 20:57:20.993079,77,4,Intento,valen,Masculino,18,error,Northwestern Wolf,1,
2021-06-15 20:57:24.233084,77,4,Intento,valen,Masculino,18,error,Northwestern Wolf,1,
2021-06-15 20:57:29.863091,77,4,Intento,valen,Masculino,18,Ok,Northwestern Wolf,1,
2021-06-15 20:57:32.028094,77,4,Intento,valen,Masculino,18,Ok,Vancouver Island Wolf,1,
2021-06-15 20:57:32.028094,77,4,fin,valen,Masculino,18,Finalizada,Vancouver Island Wolf,1,
2021-06-15 21:00:04.448308,78,4,inicio de partida,valen,Masculino,18,,,1,
2021-06-15 21:00:09.028314,78,4,Intento,valen,Masculino,18,error,Arctic Wolf,1,
2021-06-15 21:00:12.178319,78,4,Intento,valen,Masculino,18,error,Arctic Wolf,1,
2021-06-15 21:00:15.413323,78,4,Intento,valen,Masculino,18,error,Arctic Wolf,1,
2021-06-15 21:00:17.683326,78,4,Intento,valen,Masculino,18,error,Arctic Wolf,1,
2021-06-15 21:00:20.008330,78,4,Intento,valen,Masculino,18,Ok,Maned Wolf,1,
2021-06-15 21:00:25.003337,78,4,Intento,valen,Masculino,18,Ok,Arctic Wolf,1,
2021-06-15 21:00:25.008337,78,4,fin,valen,Masculino,18,Finalizada,Arctic Wolf,1,
2021-06-15 21:01:24.423420,79,4,inicio de partida,valen,Masculino,18,,,1,
2021-06-15 21:01:27.503424,79,4,Intento,valen,Masculino,18,error,Mexican Gray Wolf,1,
2021-06-15 21:01:40.588442,79,4,fin,valen,Masculino,18,finalizada,Mexican Gray Wolf,1,
2021-06-15 21:01:41.478444,80,4,inicio de partida,valen,Masculino,18,,,1,
2021-06-15 21:01:44.238448,80,4,Intento,valen,Masculino,18,Ok,Maned Wolf,1,
2021-06-15 21:01:53.793461,80,4,fin,valen,Masculino,18,finalizada,Maned Wolf,1,
2021-06-15 21:20:45.490046,81,4,inicio de partida,valen,Masculino,18,,,1,
2021-06-15 21:20:51.520054,81,4,Intento,valen,Masculino,18,error,African Golden Wolf,1,
2021-06-15 21:20:58.945065,81,4,fin,valen,Masculino,18,finalizada,African Golden Wolf,1,
2021-06-15 21:22:54.205226,82,4,inicio de partida,valen,Masculino,18,,,1,
2021-06-15 21:22:56.030228,82,4,Intento,valen,Masculino,18,error,Northwestern Wolf,1,
2021-06-15 21:23:00.540235,82,4,fin,valen,Masculino,18,finalizada,Northwestern Wolf,1,
